study,trat,rep,leaf,dai,sev
1,UCBV03,1,1,4,1
1,UCBV03,1,2,4,3
1,UCBV03,1,3,4,3
1,UCBV03,1,4,4,3
1,UCBV03,2,1,4,2
1,UCBV03,2,2,4,2
1,UCBV03,2,3,4,2
1,UCBV03,2,4,4,2
1,UCBV03,3,1,4,5
1,UCBV03,3,2,4,3
1,UCBV03,3,3,4,2
1,UCBV03,3,4,4,3
1,UCBV03,4,1,4,2
1,UCBV03,4,2,4,3
1,UCBV03,4,3,4,3
1,UCBV03,4,4,4,3
1,UCBV03,5,1,4,2
1,UCBV03,5,2,4,2
1,UCBV03,5,3,4,2
1,UCBV03,5,4,4,4
1,UCBV03,6,1,4,1
1,UCBV03,6,2,4,1
1,UCBV03,6,3,4,2
1,UCBV03,6,4,4,2
1,UCBV05,1,1,4,3
1,UCBV05,1,2,4,4
1,UCBV05,1,3,4,4
1,UCBV05,1,4,4,5
1,UCBV05,2,1,4,3.5
1,UCBV05,2,2,4,5
1,UCBV05,2,3,4,4
1,UCBV05,2,4,4,5.5
1,UCBV05,3,1,4,2
1,UCBV05,3,2,4,2
1,UCBV05,3,3,4,1
1,UCBV05,3,4,4,2
1,UCBV05,4,1,4,0.5
1,UCBV05,4,2,4,0.5
1,UCBV05,4,3,4,0.5
1,UCBV05,4,4,4,0.5
1,UCBV05,5,1,4,3
1,UCBV05,5,2,4,3
1,UCBV05,5,3,4,2.5
1,UCBV05,5,4,4,2.5
1,UCBV05,6,1,4,0.1
1,UCBV05,6,2,4,0.1
1,UCBV05,6,3,4,1
1,UCBV05,6,4,4,2
1,UCBV06,1,1,4,1.5
1,UCBV06,1,2,4,1
1,UCBV06,1,3,4,2.5
1,UCBV06,1,4,4,2
1,UCBV06,2,1,4,1.5
1,UCBV06,2,2,4,2
1,UCBV06,2,3,4,3.5
1,UCBV06,2,4,4,2.5
1,UCBV06,3,1,4,NA
1,UCBV06,3,2,4,NA
1,UCBV06,3,3,4,NA
1,UCBV06,3,4,4,NA
1,UCBV06,4,1,4,1
1,UCBV06,4,2,4,1
1,UCBV06,4,3,4,2.5
1,UCBV06,4,4,4,2
1,UCBV06,5,1,4,5
1,UCBV06,5,2,4,1.5
1,UCBV06,5,3,4,3.5
1,UCBV06,5,4,4,2
1,UCBV06,6,1,4,4
1,UCBV06,6,2,4,3
1,UCBV06,6,3,4,5
1,UCBV06,6,4,4,3
1,UCBV07,1,1,4,1
1,UCBV07,1,2,4,1
1,UCBV07,1,3,4,1
1,UCBV07,1,4,4,1
1,UCBV07,2,1,4,0.5
1,UCBV07,2,2,4,1
1,UCBV07,2,3,4,1
1,UCBV07,2,4,4,0.5
1,UCBV07,3,1,4,0.5
1,UCBV07,3,2,4,0.1
1,UCBV07,3,3,4,0.5
1,UCBV07,3,4,4,1
1,UCBV07,4,1,4,0.1
1,UCBV07,4,2,4,0.1
1,UCBV07,4,3,4,3
1,UCBV07,4,4,4,2
1,UCBV07,5,1,4,1
1,UCBV07,5,2,4,1
1,UCBV07,5,3,4,1
1,UCBV07,5,4,4,1
1,UCBV07,6,1,4,1
1,UCBV07,6,2,4,1
1,UCBV07,6,3,4,1
1,UCBV07,6,4,4,2
1,UCBV17,1,1,4,1
1,UCBV17,1,2,4,0.5
1,UCBV17,1,3,4,1
1,UCBV17,1,4,4,0.5
1,UCBV17,2,1,4,2
1,UCBV17,2,2,4,2
1,UCBV17,2,3,4,3
1,UCBV17,2,4,4,4
1,UCBV17,3,1,4,1
1,UCBV17,3,2,4,0.1
1,UCBV17,3,3,4,0.1
1,UCBV17,3,4,4,1
1,UCBV17,4,1,4,2
1,UCBV17,4,2,4,3.5
1,UCBV17,4,3,4,2
1,UCBV17,4,4,4,4
1,UCBV17,5,1,4,3
1,UCBV17,5,2,4,1
1,UCBV17,5,3,4,1.5
1,UCBV17,5,4,4,2
1,UCBV17,6,1,4,1
1,UCBV17,6,2,4,2
1,UCBV17,6,3,4,2
1,UCBV17,6,4,4,3
1,UCBV38,1,1,4,1
1,UCBV38,1,2,4,2
1,UCBV38,1,3,4,2
1,UCBV38,1,4,4,2
1,UCBV38,2,1,4,1
1,UCBV38,2,2,4,1
1,UCBV38,2,3,4,2
1,UCBV38,2,4,4,2
1,UCBV38,3,1,4,4
1,UCBV38,3,2,4,1
1,UCBV38,3,3,4,4
1,UCBV38,3,4,4,2
1,UCBV38,4,1,4,1
1,UCBV38,4,2,4,2
1,UCBV38,4,3,4,3
1,UCBV38,4,4,4,4
1,UCBV38,5,1,4,0.1
1,UCBV38,5,2,4,2
1,UCBV38,5,3,4,2.5
1,UCBV38,5,4,4,2
1,UCBV38,6,1,4,2.5
1,UCBV38,6,2,4,2
1,UCBV38,6,3,4,3.5
1,UCBV38,6,4,4,3.5
1,UCBV97,1,1,4,2
1,UCBV97,1,2,4,2
1,UCBV97,1,3,4,2
1,UCBV97,1,4,4,1
1,UCBV97,2,1,4,5
1,UCBV97,2,2,4,4
1,UCBV97,2,3,4,4
1,UCBV97,2,4,4,3
1,UCBV97,3,1,4,1
1,UCBV97,3,2,4,1
1,UCBV97,3,3,4,2
1,UCBV97,3,4,4,1
1,UCBV97,4,1,4,2
1,UCBV97,4,2,4,0.1
1,UCBV97,4,3,4,1
1,UCBV97,4,4,4,3.5
1,UCBV97,5,1,4,1
1,UCBV97,5,2,4,1.5
1,UCBV97,5,3,4,1.5
1,UCBV97,5,4,4,2
1,UCBV97,6,1,4,4
1,UCBV97,6,2,4,3
1,UCBV97,6,3,4,3
1,UCBV97,6,4,4,2
1,UCBV101,1,1,4,0.1
1,UCBV101,1,2,4,2
1,UCBV101,1,3,4,2
1,UCBV101,1,4,4,2
1,UCBV101,2,1,4,5
1,UCBV101,2,2,4,4
1,UCBV101,2,3,4,4
1,UCBV101,2,4,4,5
1,UCBV101,3,1,4,2.5
1,UCBV101,3,2,4,3.5
1,UCBV101,3,3,4,3.5
1,UCBV101,3,4,4,5.5
1,UCBV101,4,1,4,1
1,UCBV101,4,2,4,3
1,UCBV101,4,3,4,3
1,UCBV101,4,4,4,3
1,UCBV101,5,1,4,2
1,UCBV101,5,2,4,3
1,UCBV101,5,3,4,3
1,UCBV101,5,4,4,3
1,UCBV101,6,1,4,1.5
1,UCBV101,6,2,4,2
1,UCBV101,6,3,4,3.5
1,UCBV101,6,4,4,4
1,UCBV133,1,1,4,2
1,UCBV133,1,2,4,2
1,UCBV133,1,3,4,2
1,UCBV133,1,4,4,1
1,UCBV133,2,1,4,0.1
1,UCBV133,2,2,4,0.1
1,UCBV133,2,3,4,1
1,UCBV133,2,4,4,0.1
1,UCBV133,3,1,4,0.5
1,UCBV133,3,2,4,0.5
1,UCBV133,3,3,4,0.1
1,UCBV133,3,4,4,2
1,UCBV133,4,1,4,1
1,UCBV133,4,2,4,2.5
1,UCBV133,4,3,4,2
1,UCBV133,4,4,4,2
1,UCBV133,5,1,4,1.5
1,UCBV133,5,2,4,1.5
1,UCBV133,5,3,4,1
1,UCBV133,5,4,4,2
1,UCBV133,6,1,4,0.5
1,UCBV133,6,2,4,0.5
1,UCBV133,6,3,4,0.5
1,UCBV133,6,4,4,0.5
1,CONT,1,1,4,3
1,CONT,1,2,4,5
1,CONT,1,3,4,6
1,CONT,1,4,4,7
1,CONT,2,1,4,2.5
1,CONT,2,2,4,3.5
1,CONT,2,3,4,4.5
1,CONT,2,4,4,4
1,CONT,3,1,4,4
1,CONT,3,2,4,8
1,CONT,3,3,4,2.5
1,CONT,3,4,4,4
1,CONT,4,1,4,5
1,CONT,4,2,4,5
1,CONT,4,3,4,5
1,CONT,4,4,4,6
1,CONT,5,1,4,3.5
1,CONT,5,2,4,6
1,CONT,5,3,4,6
1,CONT,5,4,4,7
1,CONT,6,1,4,2
1,CONT,6,2,4,2
1,CONT,6,3,4,2
1,CONT,6,4,4,3.5
1,FUNG,1,1,4,0
1,FUNG,1,2,4,0.1
1,FUNG,1,3,4,0.1
1,FUNG,1,4,4,0
1,FUNG,2,1,4,0
1,FUNG,2,2,4,0
1,FUNG,2,3,4,0
1,FUNG,2,4,4,0.1
1,FUNG,3,1,4,0
1,FUNG,3,2,4,0
1,FUNG,3,3,4,0
1,FUNG,3,4,4,0
1,FUNG,4,1,4,0
1,FUNG,4,2,4,0
1,FUNG,4,3,4,0
1,FUNG,4,4,4,0
1,FUNG,5,1,4,0
1,FUNG,5,2,4,0
1,FUNG,5,3,4,0
1,FUNG,5,4,4,0
1,FUNG,6,1,4,0
1,FUNG,6,2,4,0.1
1,FUNG,6,3,4,0
1,FUNG,6,4,4,0
1,UCBV03,1,1,6,5
1,UCBV03,1,2,6,8
1,UCBV03,1,3,6,12
1,UCBV03,1,4,6,10
1,UCBV03,2,1,6,12
1,UCBV03,2,2,6,12
1,UCBV03,2,3,6,10
1,UCBV03,2,4,6,10
1,UCBV03,3,1,6,10
1,UCBV03,3,2,6,10
1,UCBV03,3,3,6,7.5
1,UCBV03,3,4,6,7.5
1,UCBV03,4,1,6,8
1,UCBV03,4,2,6,12
1,UCBV03,4,3,6,15
1,UCBV03,4,4,6,30
1,UCBV03,5,1,6,12
1,UCBV03,5,2,6,10
1,UCBV03,5,3,6,10
1,UCBV03,5,4,6,12
1,UCBV03,6,1,6,5
1,UCBV03,6,2,6,6
1,UCBV03,6,3,6,5
1,UCBV03,6,4,6,7
1,UCBV05,1,1,6,20
1,UCBV05,1,2,6,12
1,UCBV05,1,3,6,25
1,UCBV05,1,4,6,15
1,UCBV05,2,1,6,15
1,UCBV05,2,2,6,30
1,UCBV05,2,3,6,18
1,UCBV05,2,4,6,30
1,UCBV05,3,1,6,3
1,UCBV05,3,2,6,3
1,UCBV05,3,3,6,3
1,UCBV05,3,4,6,3
1,UCBV05,4,1,6,1
1,UCBV05,4,2,6,1
1,UCBV05,4,3,6,2
1,UCBV05,4,4,6,0.1
1,UCBV05,5,1,6,15
1,UCBV05,5,2,6,15
1,UCBV05,5,3,6,20
1,UCBV05,5,4,6,18
1,UCBV05,6,1,6,2
1,UCBV05,6,2,6,2
1,UCBV05,6,3,6,4
1,UCBV05,6,4,6,4
1,UCBV06,1,1,6,8
1,UCBV06,1,2,6,8
1,UCBV06,1,3,6,10
1,UCBV06,1,4,6,10
1,UCBV06,2,1,6,7
1,UCBV06,2,2,6,12
1,UCBV06,2,3,6,14
1,UCBV06,2,4,6,10
1,UCBV06,3,1,6,
1,UCBV06,3,2,6,
1,UCBV06,3,3,6,
1,UCBV06,3,4,6,
1,UCBV06,4,1,6,15
1,UCBV06,4,2,6,10
1,UCBV06,4,3,6,15
1,UCBV06,4,4,6,12
1,UCBV06,5,1,6,18
1,UCBV06,5,2,6,10
1,UCBV06,5,3,6,12
1,UCBV06,5,4,6,10
1,UCBV06,6,1,6,12
1,UCBV06,6,2,6,15
1,UCBV06,6,3,6,65
1,UCBV06,6,4,6,18
1,UCBV07,1,1,6,7
1,UCBV07,1,2,6,5
1,UCBV07,1,3,6,3.5
1,UCBV07,1,4,6,4
1,UCBV07,2,1,6,2
1,UCBV07,2,2,6,3
1,UCBV07,2,3,6,4
1,UCBV07,2,4,6,3
1,UCBV07,3,1,6,4
1,UCBV07,3,2,6,2.5
1,UCBV07,3,3,6,4
1,UCBV07,3,4,6,3
1,UCBV07,4,1,6,2
1,UCBV07,4,2,6,2
1,UCBV07,4,3,6,5
1,UCBV07,4,4,6,3.5
1,UCBV07,5,1,6,8
1,UCBV07,5,2,6,7
1,UCBV07,5,3,6,4
1,UCBV07,5,4,6,4
1,UCBV07,6,1,6,3
1,UCBV07,6,2,6,3
1,UCBV07,6,3,6,5
1,UCBV07,6,4,6,5
1,UCBV17,1,1,6,8
1,UCBV17,1,2,6,5
1,UCBV17,1,3,6,6
1,UCBV17,1,4,6,5
1,UCBV17,2,1,6,8
1,UCBV17,2,2,6,8
1,UCBV17,2,3,6,12
1,UCBV17,2,4,6,15
1,UCBV17,3,1,6,2
1,UCBV17,3,2,6,2
1,UCBV17,3,3,6,2.5
1,UCBV17,3,4,6,3.5
1,UCBV17,4,1,6,5
1,UCBV17,4,2,6,15
1,UCBV17,4,3,6,8
1,UCBV17,4,4,6,25
1,UCBV17,5,1,6,12
1,UCBV17,5,2,6,2.5
1,UCBV17,5,3,6,8
1,UCBV17,5,4,6,8
1,UCBV17,6,1,6,1
1,UCBV17,6,2,6,3
1,UCBV17,6,3,6,3
1,UCBV17,6,4,6,5
1,UCBV38,1,1,6,7
1,UCBV38,1,2,6,10
1,UCBV38,1,3,6,12
1,UCBV38,1,4,6,12
1,UCBV38,2,1,6,5
1,UCBV38,2,2,6,5
1,UCBV38,2,3,6,6
1,UCBV38,2,4,6,5
1,UCBV38,3,1,6,18
1,UCBV38,3,2,6,10
1,UCBV38,3,3,6,15
1,UCBV38,3,4,6,12
1,UCBV38,4,1,6,3
1,UCBV38,4,2,6,5
1,UCBV38,4,3,6,12
1,UCBV38,4,4,6,20
1,UCBV38,5,1,6,3
1,UCBV38,5,2,6,5
1,UCBV38,5,3,6,4
1,UCBV38,5,4,6,4
1,UCBV38,6,1,6,8
1,UCBV38,6,2,6,8
1,UCBV38,6,3,6,15
1,UCBV38,6,4,6,15
1,UCBV97,1,1,6,3.5
1,UCBV97,1,2,6,3.5
1,UCBV97,1,3,6,4
1,UCBV97,1,4,6,1
1,UCBV97,2,1,6,25
1,UCBV97,2,2,6,25
1,UCBV97,2,3,6,30
1,UCBV97,2,4,6,15
1,UCBV97,3,1,6,3
1,UCBV97,3,2,6,2.5
1,UCBV97,3,3,6,4
1,UCBV97,3,4,6,4
1,UCBV97,4,1,6,5
1,UCBV97,4,2,6,4
1,UCBV97,4,3,6,5
1,UCBV97,4,4,6,8
1,UCBV97,5,1,6,3
1,UCBV97,5,2,6,2.5
1,UCBV97,5,3,6,3
1,UCBV97,5,4,6,5
1,UCBV97,6,1,6,12
1,UCBV97,6,2,6,8
1,UCBV97,6,3,6,8
1,UCBV97,6,4,6,8
1,UCBV101,1,1,6,1
1,UCBV101,1,2,6,3
1,UCBV101,1,3,6,4
1,UCBV101,1,4,6,8
1,UCBV101,2,1,6,20
1,UCBV101,2,2,6,20
1,UCBV101,2,3,6,15
1,UCBV101,2,4,6,60
1,UCBV101,3,1,6,12
1,UCBV101,3,2,6,12
1,UCBV101,3,3,6,15
1,UCBV101,3,4,6,60
1,UCBV101,4,1,6,8
1,UCBV101,4,2,6,10
1,UCBV101,4,3,6,12
1,UCBV101,4,4,6,15
1,UCBV101,5,1,6,12
1,UCBV101,5,2,6,15
1,UCBV101,5,3,6,15
1,UCBV101,5,4,6,12
1,UCBV101,6,1,6,8
1,UCBV101,6,2,6,10
1,UCBV101,6,3,6,10
1,UCBV101,6,4,6,12
1,UCBV133,1,1,6,5
1,UCBV133,1,2,6,4
1,UCBV133,1,3,6,6
1,UCBV133,1,4,6,5
1,UCBV133,2,1,6,0.1
1,UCBV133,2,2,6,1
1,UCBV133,2,3,6,1
1,UCBV133,2,4,6,1
1,UCBV133,3,1,6,6
1,UCBV133,3,2,6,6
1,UCBV133,3,3,6,3
1,UCBV133,3,4,6,5
1,UCBV133,4,1,6,4
1,UCBV133,4,2,6,12
1,UCBV133,4,3,6,10
1,UCBV133,4,4,6,10
1,UCBV133,5,1,6,3.5
1,UCBV133,5,2,6,3
1,UCBV133,5,3,6,3.5
1,UCBV133,5,4,6,2.5
1,UCBV133,6,1,6,1
1,UCBV133,6,2,6,2
1,UCBV133,6,3,6,2
1,UCBV133,6,4,6,2
1,CONT,1,1,6,15
1,CONT,1,2,6,30
1,CONT,1,3,6,50
1,CONT,1,4,6,25
1,CONT,2,1,6,8
1,CONT,2,2,6,15
1,CONT,2,3,6,12
1,CONT,2,4,6,15
1,CONT,3,1,6,12
1,CONT,3,2,6,40
1,CONT,3,3,6,5
1,CONT,3,4,6,15
1,CONT,4,1,6,60
1,CONT,4,2,6,60
1,CONT,4,3,6,62
1,CONT,4,4,6,58
1,CONT,5,1,6,18
1,CONT,5,2,6,70
1,CONT,5,3,6,62
1,CONT,5,4,6,60
1,CONT,6,1,6,3
1,CONT,6,2,6,4
1,CONT,6,3,6,5
1,CONT,6,4,6,6
1,FUNG,1,1,6,0
1,FUNG,1,2,6,1
1,FUNG,1,3,6,1
1,FUNG,1,4,6,1
1,FUNG,2,1,6,0.1
1,FUNG,2,2,6,0
1,FUNG,2,3,6,0.1
1,FUNG,2,4,6,0.1
1,FUNG,3,1,6,0
1,FUNG,3,2,6,0.1
1,FUNG,3,3,6,0.1
1,FUNG,3,4,6,0.1
1,FUNG,4,1,6,0
1,FUNG,4,2,6,0.1
1,FUNG,4,3,6,0
1,FUNG,4,4,6,0.1
1,FUNG,5,1,6,1
1,FUNG,5,2,6,1
1,FUNG,5,3,6,0
1,FUNG,5,4,6,1
1,FUNG,6,1,6,0
1,FUNG,6,2,6,0.5
1,FUNG,6,3,6,0.5
1,FUNG,6,4,6,0.5
1,UCBV03,1,1,8,15
1,UCBV03,1,2,8,30
1,UCBV03,1,3,8,100
1,UCBV03,1,4,8,40
1,UCBV03,2,1,8,80
1,UCBV03,2,2,8,85
1,UCBV03,2,3,8,50
1,UCBV03,2,4,8,25
1,UCBV03,3,1,8,100
1,UCBV03,3,2,8,30
1,UCBV03,3,3,8,15
1,UCBV03,3,4,8,20
1,UCBV03,4,1,8,40
1,UCBV03,4,2,8,70
1,UCBV03,4,3,8,55
1,UCBV03,4,4,8,100
1,UCBV03,5,1,8,40
1,UCBV03,5,2,8,43
1,UCBV03,5,3,8,50
1,UCBV03,5,4,8,30
1,UCBV03,6,1,8,25
1,UCBV03,6,2,8,25
1,UCBV03,6,3,8,18
1,UCBV03,6,4,8,30
1,UCBV05,1,1,8,95
1,UCBV05,1,2,8,100
1,UCBV05,1,3,8,100
1,UCBV05,1,4,8,100
1,UCBV05,2,1,8,100
1,UCBV05,2,2,8,100
1,UCBV05,2,3,8,100
1,UCBV05,2,4,8,100
1,UCBV05,3,1,8,10
1,UCBV05,3,2,8,12
1,UCBV05,3,3,8,15
1,UCBV05,3,4,8,20
1,UCBV05,4,1,8,2
1,UCBV05,4,2,8,4.5
1,UCBV05,4,3,8,3.5
1,UCBV05,4,4,8,2
1,UCBV05,5,1,8,80
1,UCBV05,5,2,8,100
1,UCBV05,5,3,8,80
1,UCBV05,5,4,8,70
1,UCBV05,6,1,8,12
1,UCBV05,6,2,8,10
1,UCBV05,6,3,8,20
1,UCBV05,6,4,8,20
1,UCBV06,1,1,8,100
1,UCBV06,1,2,8,25
1,UCBV06,1,3,8,50
1,UCBV06,1,4,8,45
1,UCBV06,2,1,8,100
1,UCBV06,2,2,8,100
1,UCBV06,2,3,8,90
1,UCBV06,2,4,8,60
1,UCBV06,3,1,8,
1,UCBV06,3,2,8,
1,UCBV06,3,3,8,
1,UCBV06,3,4,8,
1,UCBV06,4,1,8,60
1,UCBV06,4,2,8,30
1,UCBV06,4,3,8,100
1,UCBV06,4,4,8,55
1,UCBV06,5,1,8,90
1,UCBV06,5,2,8,45
1,UCBV06,5,3,8,60
1,UCBV06,5,4,8,30
1,UCBV06,6,1,8,100
1,UCBV06,6,2,8,90
1,UCBV06,6,3,8,100
1,UCBV06,6,4,8,70
1,UCBV07,1,1,8,20
1,UCBV07,1,2,8,30
1,UCBV07,1,3,8,10
1,UCBV07,1,4,8,12
1,UCBV07,2,1,8,3
1,UCBV07,2,2,8,10
1,UCBV07,2,3,8,10
1,UCBV07,2,4,8,10
1,UCBV07,3,1,8,15
1,UCBV07,3,2,8,12
1,UCBV07,3,3,8,12
1,UCBV07,3,4,8,10
1,UCBV07,4,1,8,10
1,UCBV07,4,2,8,13
1,UCBV07,4,3,8,25
1,UCBV07,4,4,8,18
1,UCBV07,5,1,8,
1,UCBV07,5,2,8,15
1,UCBV07,5,3,8,6
1,UCBV07,5,4,8,10
1,UCBV07,6,1,8,5
1,UCBV07,6,2,8,6
1,UCBV07,6,3,8,7
1,UCBV07,6,4,8,5
1,UCBV17,1,1,8,15
1,UCBV17,1,2,8,15
1,UCBV17,1,3,8,18
1,UCBV17,1,4,8,12
1,UCBV17,2,1,8,30
1,UCBV17,2,2,8,95
1,UCBV17,2,3,8,100
1,UCBV17,2,4,8,90
1,UCBV17,3,1,8,5
1,UCBV17,3,2,8,8
1,UCBV17,3,3,8,12
1,UCBV17,3,4,8,15
1,UCBV17,4,1,8,35
1,UCBV17,4,2,8,95
1,UCBV17,4,3,8,70
1,UCBV17,4,4,8,100
1,UCBV17,5,1,8,100
1,UCBV17,5,2,8,12
1,UCBV17,5,3,8,30
1,UCBV17,5,4,8,30
1,UCBV17,6,1,8,5
1,UCBV17,6,2,8,18
1,UCBV17,6,3,8,18
1,UCBV17,6,4,8,20
1,UCBV38,1,1,8,30
1,UCBV38,1,2,8,30
1,UCBV38,1,3,8,50
1,UCBV38,1,4,8,20
1,UCBV38,2,1,8,20
1,UCBV38,2,2,8,22
1,UCBV38,2,3,8,45
1,UCBV38,2,4,8,40
1,UCBV38,3,1,8,100
1,UCBV38,3,2,8,70
1,UCBV38,3,3,8,80
1,UCBV38,3,4,8,20
1,UCBV38,4,1,8,25
1,UCBV38,4,2,8,45
1,UCBV38,4,3,8,40
1,UCBV38,4,4,8,100
1,UCBV38,5,1,8,25
1,UCBV38,5,2,8,70
1,UCBV38,5,3,8,35
1,UCBV38,5,4,8,15
1,UCBV38,6,1,8,65
1,UCBV38,6,2,8,95
1,UCBV38,6,3,8,65
1,UCBV38,6,4,8,68
1,UCBV97,1,1,8,12
1,UCBV97,1,2,8,12
1,UCBV97,1,3,8,12
1,UCBV97,1,4,8,4
1,UCBV97,2,1,8,100
1,UCBV97,2,2,8,100
1,UCBV97,2,3,8,65
1,UCBV97,2,4,8,30
1,UCBV97,3,1,8,10
1,UCBV97,3,2,8,5
1,UCBV97,3,3,8,10
1,UCBV97,3,4,8,10
1,UCBV97,4,1,8,50
1,UCBV97,4,2,8,20
1,UCBV97,4,3,8,30
1,UCBV97,4,4,8,95
1,UCBV97,5,1,8,10
1,UCBV97,5,2,8,10
1,UCBV97,5,3,8,10
1,UCBV97,5,4,8,15
1,UCBV97,6,1,8,100
1,UCBV97,6,2,8,25
1,UCBV97,6,3,8,30
1,UCBV97,6,4,8,28
1,UCBV101,1,1,8,5
1,UCBV101,1,2,8,8
1,UCBV101,1,3,8,10
1,UCBV101,1,4,8,15
1,UCBV101,2,1,8,100
1,UCBV101,2,2,8,95
1,UCBV101,2,3,8,80
1,UCBV101,2,4,8,100
1,UCBV101,3,1,8,40
1,UCBV101,3,2,8,45
1,UCBV101,3,3,8,60
1,UCBV101,3,4,8,100
1,UCBV101,4,1,8,30
1,UCBV101,4,2,8,90
1,UCBV101,4,3,8,90
1,UCBV101,4,4,8,75
1,UCBV101,5,1,8,35
1,UCBV101,5,2,8,65
1,UCBV101,5,3,8,70
1,UCBV101,5,4,8,45
1,UCBV101,6,1,8,25
1,UCBV101,6,2,8,90
1,UCBV101,6,3,8,30
1,UCBV101,6,4,8,100
1,UCBV133,1,1,8,12
1,UCBV133,1,2,8,12
1,UCBV133,1,3,8,15
1,UCBV133,1,4,8,12
1,UCBV133,2,1,8,1
1,UCBV133,2,2,8,3
1,UCBV133,2,3,8,3
1,UCBV133,2,4,8,2.5
1,UCBV133,3,1,8,30
1,UCBV133,3,2,8,15
1,UCBV133,3,3,8,18
1,UCBV133,3,4,8,25
1,UCBV133,4,1,8,75
1,UCBV133,4,2,8,
1,UCBV133,4,3,8,35
1,UCBV133,4,4,8,60
1,UCBV133,5,1,8,15
1,UCBV133,5,2,8,15
1,UCBV133,5,3,8,15
1,UCBV133,5,4,8,12
1,UCBV133,6,1,8,4.5
1,UCBV133,6,2,8,8
1,UCBV133,6,3,8,8.5
1,UCBV133,6,4,8,10
1,CONT,1,1,8,100
1,CONT,1,2,8,100
1,CONT,1,3,8,98
1,CONT,1,4,8,80
1,CONT,2,1,8,20
1,CONT,2,2,8,40
1,CONT,2,3,8,35
1,CONT,2,4,8,45
1,CONT,3,1,8,100
1,CONT,3,2,8,90
1,CONT,3,3,8,20
1,CONT,3,4,8,60
1,CONT,4,1,8,95
1,CONT,4,2,8,90
1,CONT,4,3,8,98
